gameid,playouts,playerindex,wondername,boardGold,CIVIL,MILITARY,SCIENCE,TRADE,GUILD,WONDER,GOLD
201,40,0,AlexandriaB,21,0,1,21,0,4,7,7
367,80,0,AlexandriaB,17,18,6,4,0,8,7,5
367,80,1,RhodosA,2,28,-6,17,0,4,3,0
367,80,2,GizahA,5,5,18,2,3,0,15,1
187,20,1,RhodosB,7,21,9,4,0,0,7,2
187,20,2,AlexandriaA,7,25,10,2,0,0,3,2
187,20,0,EphesosB,20,9,-3,13,2,2,2,6
241,40,0,AlexandriaB,34,20,4,1,6,15,7,11
241,40,2,EphesosB,6,20,3,13,3,0,10,2
241,40,1,GizahB,2,13,9,13,0,2,13,0
287,40,2,GizahA,5,22,7,2,0,6,15,1
287,40,1,RhodosA,11,16,14,2,0,5,10,3
287,40,0,EphesosB,9,11,-3,13,7,2,5,3
335,80,0,EphesosA,23,7,4,2,2,18,10,7
335,80,1,AlexandriaA,4,22,3,13,0,0,3,1
335,80,2,RhodosA,5,16,9,2,2,3,3,1
310,80,0,RhodosB,20,13,12,1,2,15,7,6
310,80,1,GizahA,3,22,8,4,0,0,3,1
310,80,2,AlexandriaB,3,16,-4,18,1,0,0,1
276,40,2,GizahA,5,18,14,13,0,0,8,1
276,40,1,EphesosB,8,20,-1,10,2,5,10,2
276,40,0,AlexandriaA,19,12,-1,16,0,2,0,6
188,20,0,EphesosA,16,0,10,18,4,0,10,5
188,20,2,GizahB,6,29,-4,2,4,4,8,2
188,20,1,AlexandriaA,12,20,12,2,0,0,3,4
189,20,0,GizahA,17,14,3,1,3,10,15,5
189,20,1,AlexandriaA,0,27,1,21,0,0,0,0
189,20,2,RhodosB,5,14,12,1,0,9,3,1
254,40,0,EphesosB,30,6,10,10,0,0,10,10
254,40,1,AlexandriaB,7,25,1,2,2,11,0,2
254,40,2,RhodosB,1,16,1,13,0,4,0,0
190,20,1,RhodosB,14,31,3,2,3,2,0,4
190,20,2,AlexandriaA,3,12,9,5,0,4,10,1
190,20,0,EphesosA,8,0,4,16,1,10,3,2
336,80,2,GizahB,2,12,12,16,0,2,13,0
336,80,1,RhodosB,6,27,-5,18,0,0,3,2
336,80,0,AlexandriaA,20,4,9,1,6,3,10,6
311,80,0,GizahB,24,9,16,2,7,7,8,8
311,80,2,EphesosB,7,40,-2,0,0,0,10,2
311,80,1,AlexandriaA,4,2,-2,31,0,7,10,1
277,40,0,AlexandriaA,22,8,-4,10,8,6,10,7
277,40,2,RhodosA,3,23,6,4,0,5,3,1
277,40,1,GizahB,7,8,16,13,0,2,0,2
343,80,1,GizahA,32,25,0,1,3,0,15,10
343,80,0,RhodosB,8,15,11,13,3,0,7,2
343,80,2,EphesosA,9,13,3,13,0,4,10,3
364,80,0,AlexandriaB,30,11,2,4,3,10,7,10
364,80,1,RhodosB,3,9,15,4,0,4,7,1
364,80,2,EphesosB,10,18,1,5,2,0,5,3
255,40,1,RhodosB,15,17,15,5,0,3,7,5
255,40,2,GizahB,5,19,1,9,1,0,13,1
255,40,0,EphesosB,12,8,2,9,0,5,10,4
296,40,0,RhodosB,35,9,6,9,7,0,7,11
296,40,2,EphesosA,13,9,6,2,3,10,10,4
296,40,1,GizahB,2,14,6,13,0,0,8,0
264,40,0,GizahA,12,7,5,0,3,15,15,4
264,40,1,AlexandriaB,7,19,9,4,0,0,7,2
264,40,2,EphesosA,1,23,-2,10,0,0,3,0
458,160,0,RhodosB,22,18,6,13,0,7,7,7
458,160,2,GizahB,11,23,9,4,4,4,8,3
458,160,1,EphesosB,9,14,-3,13,1,0,10,3
256,40,0,GizahB,39,0,9,10,4,0,13,13
256,40,2,AlexandriaB,2,15,2,13,0,4,7,0
256,40,1,EphesosB,3,20,3,2,0,0,10,1
191,20,0,EphesosA,24,15,5,1,6,4,3,8
191,20,1,GizahB,6,18,8,10,0,0,3,2
191,20,2,RhodosA,2,17,3,5,0,12,3,0
297,40,2,AlexandriaA,2,14,16,1,3,7,10,0
297,40,0,RhodosB,30,11,6,5,5,0,7,10
297,40,1,EphesosB,13,17,-4,4,0,4,10,4
413,160,1,GizahA,9,25,11,9,0,0,3,3
413,160,2,EphesosA,13,12,9,1,0,3,10,4
413,160,0,AlexandriaB,27,14,-2,5,2,9,0,9
319,80,0,AlexandriaA,36,8,-3,10,8,5,10,12
319,80,2,EphesosA,0,12,13,13,0,2,10,0
319,80,1,GizahA,3,22,8,0,0,0,8,1
365,80,1,GizahB,7,25,6,2,0,7,8,2
365,80,0,RhodosB,14,16,16,2,2,6,3,4
365,80,2,EphesosB,15,10,-4,13,0,0,10,5
298,40,0,AlexandriaB,18,7,11,17,4,0,0,6
298,40,1,GizahA,6,23,-6,2,0,4,15,2
298,40,2,RhodosB,8,10,13,4,3,0,7,2
278,40,1,RhodosA,1,15,8,8,0,5,10,0
278,40,0,AlexandriaA,17,13,-3,16,3,6,0,5
278,40,2,EphesosB,13,14,13,1,2,5,0,4
279,40,2,EphesosB,6,22,-2,17,0,0,2,2
279,40,1,GizahA,4,23,5,5,0,0,3,1
279,40,0,RhodosA,27,2,5,1,10,6,3,9
280,40,1,GizahB,2,18,3,16,0,0,8,0
280,40,2,AlexandriaB,1,17,3,2,0,14,7,0
280,40,0,RhodosA,20,6,6,1,8,6,3,6
299,40,0,AlexandriaB,30,13,7,0,6,10,7,10
299,40,1,EphesosA,7,30,1,9,2,6,3,2
299,40,2,GizahB,3,12,8,16,0,3,3,1
320,80,0,GizahA,25,8,18,13,4,0,3,8
320,80,1,EphesosB,4,15,4,13,0,6,10,1
320,80,2,AlexandriaA,2,28,-4,5,0,4,3,0
192,20,1,RhodosA,9,28,0,1,0,5,3,3
192,20,0,EphesosA,28,0,8,4,8,0,10,9
192,20,2,GizahA,19,6,10,9,0,0,8,6
193,20,1,AlexandriaA,5,8,15,8,1,0,3,1
193,20,0,EphesosA,22,18,-4,1,1,8,3,7
193,20,2,GizahB,4,18,5,5,0,0,0,1
344,80,1,GizahB,4,14,13,1,1,6,20,1
344,80,2,AlexandriaA,6,28,-3,0,0,0,10,2
344,80,0,RhodosB,8,0,2,16,2,10,3,2
300,80,0,RhodosA,35,18,2,4,7,0,10,11
300,80,1,EphesosB,5,7,14,10,0,4,10,1
300,80,2,AlexandriaA,2,23,0,1,0,2,10,0
366,80,0,GizahB,26,0,16,0,8,10,20,8
366,80,2,AlexandriaB,1,27,0,21,0,0,7,0
366,80,1,EphesosA,17,22,2,5,0,2,10,5
414,160,0,RhodosB,8,6,18,4,0,20,7,2
414,160,1,GizahB,2,8,-3,31,0,5,13,0
414,160,2,EphesosB,17,38,-3,1,0,0,10,5
345,80,1,AlexandriaB,9,24,2,10,0,4,7,3
345,80,2,GizahA,1,21,16,2,3,4,3,0
345,80,0,EphesosB,21,8,0,4,2,6,10,7
301,80,0,GizahA,11,20,-3,1,0,14,15,3
301,80,2,RhodosA,12,11,13,13,0,2,3,4
301,80,1,EphesosB,8,14,8,1,3,5,10,2
346,80,0,EphesosB,23,14,1,13,0,7,10,7
346,80,2,GizahB,5,10,13,13,0,4,8,1
346,80,1,RhodosA,10,18,2,13,3,0,3,3
390,80,2,RhodosB,8,28,10,5,0,6,0,2
390,80,1,AlexandriaB,4,11,6,10,2,6,7,1
390,80,0,EphesosA,7,16,-4,2,0,7,3,2
347,80,0,EphesosB,22,18,-1,5,3,6,2,7
347,80,1,RhodosA,1,8,11,5,0,7,3,0
347,80,2,AlexandriaB,2,11,2,8,0,8,0,0
415,160,0,RhodosB,11,15,10,9,2,9,7,3
415,160,2,AlexandriaB,15,24,7,5,0,0,7,5
415,160,1,EphesosB,8,16,-5,2,0,11,10,2
375,80,2,AlexandriaA,1,17,11,4,0,5,10,0
375,80,0,EphesosA,28,7,-1,10,3,0,10,9
375,80,1,GizahA,5,10,4,10,3,7,3,1
321,80,0,AlexandriaA,10,21,5,1,2,7,10,3
321,80,2,RhodosA,3,23,-2,16,0,5,3,1
321,80,1,GizahB,3,8,5,5,0,6,13,1
337,80,1,GizahB,11,28,10,0,3,4,0,3
337,80,2,EphesosB,9,18,9,13,0,3,2,3
337,80,0,AlexandriaA,14,9,-3,16,2,0,3,4
312,80,0,RhodosB,34,0,16,0,5,8,7,11
312,80,1,EphesosB,12,19,6,4,2,5,5,4
312,80,2,AlexandriaB,5,19,-4,13,0,6,7,1
348,80,0,EphesosA,10,6,16,9,0,11,10,3
348,80,2,AlexandriaA,14,16,2,16,0,0,10,4
348,80,1,GizahB,4,19,0,5,0,3,8,1
376,80,1,RhodosB,4,24,13,2,0,10,0,1
376,80,2,EphesosA,5,18,7,16,0,0,0,1
376,80,0,AlexandriaA,25,2,-4,5,7,2,3,8
382,80,0,AlexandriaB,20,0,16,21,3,0,7,6
382,80,2,RhodosB,13,29,6,1,3,3,3,4
382,80,1,GizahA,8,26,-4,2,4,7,3,2
313,80,0,GizahB,24,12,2,10,2,7,8,8
313,80,2,RhodosB,6,13,16,4,0,4,7,2
313,80,1,EphesosB,6,21,0,5,0,4,10,2
338,80,0,GizahA,18,2,6,13,3,0,15,6
338,80,2,RhodosA,9,23,2,4,0,5,3,3
338,80,1,EphesosA,8,14,8,5,1,0,10,2
377,80,2,RhodosA,18,17,6,1,3,6,10,6
377,80,0,GizahA,25,17,-2,0,5,12,8,8
377,80,1,EphesosB,4,17,12,10,0,0,5,1
416,160,0,AlexandriaA,16,4,18,13,2,8,3,5
416,160,1,RhodosA,2,27,5,0,0,4,10,0
416,160,2,EphesosA,12,20,-5,21,0,0,3,4
391,80,2,RhodosB,27,24,12,2,0,0,7,9
391,80,1,GizahB,10,19,-4,8,0,0,20,3
391,80,0,EphesosA,0,12,10,8,2,0,10,0
459,160,1,EphesosB,10,10,10,25,3,0,2,3
459,160,2,AlexandriaB,14,18,7,4,0,6,7,4
459,160,0,RhodosB,0,14,-3,9,0,13,0,0
349,80,2,AlexandriaA,3,9,16,0,0,11,10,1
349,80,1,GizahB,19,16,0,2,1,0,13,6
349,80,0,RhodosA,8,16,2,5,1,0,3,2
339,80,2,AlexandriaA,11,22,13,2,0,6,10,3
339,80,0,RhodosA,5,5,1,5,0,22,10,1
339,80,1,EphesosA,6,16,2,5,2,2,10,2
302,80,0,AlexandriaA,34,7,18,2,6,0,10,11
302,80,2,EphesosB,3,24,2,13,0,0,10,1
302,80,1,GizahA,2,24,-4,10,0,10,8,0
314,80,0,GizahB,5,8,16,10,0,13,0,1
314,80,1,EphesosA,28,0,6,16,3,1,10,9
314,80,2,AlexandriaA,2,31,-4,4,0,0,3,0
352,80,2,GizahA,15,24,4,2,0,4,15,5
352,80,1,RhodosB,8,10,17,13,0,4,7,2
352,80,0,EphesosB,12,9,-3,2,2,4,5,4
417,160,0,GizahA,5,17,8,2,7,0,15,1
417,160,2,RhodosA,25,18,14,1,0,0,3,8
417,160,1,EphesosA,10,15,-4,16,0,11,3,3
378,80,0,AlexandriaA,5,17,-2,25,0,0,10,1
378,80,1,GizahA,24,11,15,5,0,7,3,8
378,80,2,EphesosB,10,15,5,5,3,5,10,3
350,80,2,AlexandriaB,12,11,18,1,0,9,7,4
350,80,0,EphesosA,18,14,-4,18,0,6,3,6
350,80,1,RhodosA,3,23,4,2,3,0,3,1
303,80,1,RhodosA,13,28,1,4,0,0,10,4
303,80,0,AlexandriaA,2,18,4,4,0,10,10,0
303,80,2,GizahB,5,9,11,1,1,14,3,1
322,80,2,EphesosB,11,20,-2,13,2,6,10,3
322,80,0,AlexandriaB,7,6,16,2,0,16,7,2
322,80,1,RhodosA,9,23,-2,2,1,7,3,3
340,80,2,EphesosB,9,24,14,5,2,0,5,3
340,80,0,AlexandriaB,21,14,-1,1,2,10,7,7
340,80,1,GizahB,10,17,-1,10,0,4,3,3
392,80,0,GizahA,0,10,6,13,0,4,15,0
392,80,2,AlexandriaB,2,21,6,5,0,9,0,0
392,80,1,RhodosA,5,16,6,1,1,6,0,1
353,80,0,EphesosB,23,0,-4,13,6,23,10,7
353,80,1,RhodosB,3,39,7,5,0,0,0,1
353,80,2,AlexandriaA,10,16,13,1,0,0,10,3
315,80,2,GizahA,5,24,15,0,0,6,8,1
315,80,1,RhodosA,0,13,5,28,0,0,3,0
315,80,0,AlexandriaB,25,5,-2,2,5,10,7,8
316,80,1,GizahB,21,11,11,4,0,4,13,7
316,80,2,EphesosB,5,19,4,5,0,6,10,1
316,80,0,RhodosA,3,18,-3,8,4,7,0,1
354,80,1,AlexandriaA,3,22,1,10,0,0,10,1
354,80,0,RhodosB,19,16,3,4,3,8,3,6
354,80,2,GizahB,4,6,14,18,0,4,0,1
341,80,1,GizahB,12,11,14,1,4,0,20,4
341,80,2,RhodosB,3,9,0,25,2,0,0,1
341,80,0,AlexandriaB,16,12,2,1,4,4,7,5
379,80,1,RhodosA,10,13,12,0,0,13,10,3
379,80,0,GizahA,8,12,12,18,3,0,3,2
379,80,2,AlexandriaB,3,22,-6,2,0,4,7,1
317,80,1,EphesosB,8,12,17,13,0,0,5,2
317,80,2,RhodosB,15,18,4,10,0,0,7,5
317,80,0,AlexandriaA,14,3,-3,4,3,12,3,4
460,160,2,EphesosA,6,26,4,1,0,5,10,2
460,160,1,GizahA,3,15,14,10,0,0,8,1
460,160,0,AlexandriaA,12,8,-2,2,0,22,10,4
342,80,2,AlexandriaA,13,14,12,4,0,7,10,4
342,80,1,EphesosA,16,18,0,18,2,0,3,5
342,80,0,RhodosB,21,8,6,5,6,0,7,7
383,80,0,GizahB,16,14,10,1,3,5,8,5
383,80,1,EphesosA,8,8,12,13,0,0,10,2
383,80,2,AlexandriaB,2,29,-4,5,0,5,0,0
393,80,1,GizahA,13,13,13,1,0,5,15,4
393,80,0,AlexandriaA,15,22,-4,10,4,0,0,5
393,80,2,EphesosB,6,5,7,8,0,5,5,2
323,80,0,GizahA,21,8,10,10,4,11,8,7
323,80,1,EphesosA,18,28,-6,16,4,0,3,6
323,80,2,RhodosB,4,19,14,0,0,10,7,1
429,160,2,AlexandriaB,14,24,4,5,0,4,7,4
429,160,1,RhodosA,5,20,17,4,1,0,3,1
429,160,0,EphesosA,6,0,-3,21,2,5,0,2
394,80,1,GizahB,14,3,13,10,0,7,8,4
394,80,2,EphesosA,16,17,2,10,0,0,10,5
394,80,0,RhodosA,9,12,1,9,4,0,3,3
484,160,0,GizahA,32,7,-4,13,5,0,15,10
484,160,2,RhodosB,5,8,16,5,0,14,0,1
484,160,1,EphesosA,4,28,6,2,0,0,3,1
384,80,0,RhodosB,27,15,8,2,4,7,7,9
384,80,1,AlexandriaB,0,10,16,5,0,3,7,0
384,80,2,GizahA,7,15,-6,10,3,0,15,2
461,160,1,RhodosA,15,21,14,4,0,5,3,5
461,160,0,GizahA,1,11,4,1,1,11,3,0
461,160,2,AlexandriaA,3,12,-2,2,0,3,10,1
318,80,2,AlexandriaA,11,14,13,4,0,6,10,3
318,80,1,RhodosA,6,23,8,1,2,0,3,2
318,80,0,GizahA,6,7,-3,5,5,4,3,2
395,80,1,RhodosB,4,28,12,8,0,3,3,1
395,80,0,AlexandriaA,31,0,4,4,4,13,10,10
395,80,2,EphesosB,3,23,-4,1,0,7,10,1
324,80,0,AlexandriaB,14,11,4,18,0,6,0,4
324,80,2,RhodosA,15,14,14,4,2,0,3,5
324,80,1,GizahB,10,17,0,9,2,0,8,3
485,160,2,RhodosB,19,17,15,5,0,7,7,6
485,160,0,AlexandriaA,15,16,2,1,2,9,3,5
485,160,1,EphesosA,10,13,1,10,0,0,10,3
325,80,2,EphesosA,9,17,15,18,0,0,10,3
325,80,1,GizahB,14,26,-5,4,2,3,8,4
325,80,0,AlexandriaB,17,4,8,5,3,12,0,5
385,80,0,EphesosB,33,14,1,18,7,0,10,11
385,80,2,GizahA,0,9,11,13,0,7,15,0
385,80,1,AlexandriaA,10,19,6,2,0,4,10,3
430,160,1,GizahB,8,13,17,9,2,0,8,2
430,160,2,AlexandriaA,15,20,0,4,0,5,10,5
430,160,0,RhodosA,6,0,1,2,5,17,3,2
368,80,0,EphesosB,3,10,8,13,0,10,2,1
368,80,1,RhodosB,12,7,14,9,0,3,0,4
368,80,2,AlexandriaB,4,30,-4,5,4,0,0,1
386,80,0,EphesosB,20,11,5,9,0,5,10,6
386,80,1,GizahB,10,12,-2,4,1,0,20,3
386,80,2,RhodosB,0,18,5,10,0,3,0,0
396,80,0,GizahB,9,13,13,1,0,18,3,3
396,80,1,EphesosA,8,20,3,2,0,7,10,2
396,80,2,AlexandriaB,13,13,-2,16,0,1,7,4
406,160,0,EphesosA,19,11,6,2,3,12,10,6
406,160,2,GizahA,8,21,8,10,3,0,3,2
406,160,1,RhodosB,20,15,2,4,3,0,7,6
369,80,0,EphesosB,22,8,14,5,4,7,5,7
369,80,1,RhodosB,8,22,9,1,0,0,7,2
369,80,2,GizahB,9,6,-5,2,0,11,20,3
418,160,1,EphesosB,7,23,12,5,0,0,2,2
418,160,2,GizahB,13,10,10,16,0,0,0,4
418,160,0,AlexandriaA,17,10,-4,4,1,3,10,5
486,160,1,EphesosB,14,12,16,9,3,6,10,4
486,160,0,RhodosA,21,6,6,16,1,5,3,7
486,160,2,AlexandriaA,0,30,-4,0,0,6,10,0
397,80,1,GizahA,4,25,3,0,0,6,15,1
397,80,2,RhodosB,12,20,6,5,0,0,7,4
397,80,0,AlexandriaB,17,2,3,5,6,8,0,5
444,160,0,EphesosA,19,0,10,13,3,9,10,6
444,160,2,RhodosA,15,20,9,4,0,4,3,5
444,160,1,AlexandriaA,3,33,-3,10,0,0,3,1
419,160,2,AlexandriaB,5,16,10,2,0,10,7,1
419,160,0,GizahA,25,12,-2,13,5,0,8,8
419,160,1,RhodosB,9,19,4,1,3,10,0,3
380,80,0,RhodosB,26,2,12,13,0,19,3,8
380,80,2,EphesosA,10,35,-5,4,0,0,10,3
380,80,1,GizahB,9,5,11,1,7,0,20,3
387,80,2,RhodosB,5,32,17,4,2,0,0,1
387,80,1,EphesosB,10,12,4,21,3,0,10,3
387,80,0,AlexandriaB,27,6,-3,2,0,19,7,9
407,160,1,AlexandriaB,11,29,3,1,0,4,7,3
407,160,2,RhodosA,3,15,14,5,0,0,3,1
407,160,0,EphesosA,12,2,1,4,1,13,3,4
445,160,0,EphesosA,21,10,4,16,0,5,3,7
445,160,2,RhodosA,6,20,9,0,4,6,3,2
445,160,1,GizahA,3,25,3,1,0,9,3,1
420,160,0,GizahB,12,14,12,2,3,17,0,4
420,160,2,RhodosA,13,17,8,5,0,0,10,4
420,160,1,EphesosA,1,16,-4,20,0,5,3,0
388,80,0,EphesosA,1,10,18,31,0,0,0,0
388,80,2,GizahA,4,19,2,10,0,10,3,1
388,80,1,AlexandriaA,10,22,-4,2,4,0,3,3
381,80,2,AlexandriaA,12,24,18,5,2,0,3,4
381,80,1,EphesosB,6,29,4,4,0,0,10,2
381,80,0,RhodosB,18,0,-4,26,3,9,0,6
408,160,0,GizahA,10,13,3,17,1,8,3,3
408,160,1,EphesosA,9,11,15,8,0,0,10,3
408,160,2,AlexandriaA,12,31,-4,1,3,5,3,4
389,80,0,RhodosA,13,11,9,16,0,6,0,4
389,80,1,AlexandriaA,0,22,9,0,0,0,10,0
389,80,2,GizahA,6,12,-6,13,1,0,3,2
437,160,0,RhodosB,13,0,9,25,1,11,3,4
437,160,1,EphesosA,15,30,6,4,0,2,3,5
437,160,2,GizahB,1,21,-3,2,0,0,20,0
487,160,0,AlexandriaA,23,19,-2,0,0,21,10,7
487,160,1,EphesosB,6,15,5,5,0,5,10,2
487,160,2,GizahA,5,10,15,2,2,0,8,1
355,80,1,GizahA,1,16,10,13,0,0,8,0
355,80,2,AlexandriaB,5,25,-1,5,1,0,7,1
355,80,0,EphesosB,29,0,-1,4,6,5,5,9
409,160,0,AlexandriaA,2,13,5,16,3,7,10,0
409,160,1,RhodosA,4,23,4,5,2,6,3,1
409,160,2,GizahA,4,19,9,2,0,3,8,1
356,80,1,AlexandriaB,6,20,10,2,0,6,7,2
356,80,2,EphesosA,9,12,-1,13,0,9,10,3
356,80,0,RhodosA,16,19,-1,10,3,3,3,5
431,160,0,GizahA,24,19,1,0,4,5,8,8
431,160,1,AlexandriaB,4,17,11,13,0,3,0,1
431,160,2,EphesosA,11,11,6,9,0,3,10,3
438,160,0,RhodosB,39,11,0,13,6,7,7,13
438,160,1,GizahA,1,20,2,16,0,6,8,0
438,160,2,EphesosA,1,17,16,2,2,0,10,0
357,80,0,EphesosA,24,6,10,10,2,4,3,8
357,80,2,GizahA,2,17,6,5,0,7,3,0
357,80,1,RhodosB,5,18,-4,10,3,5,0,1
446,160,2,GizahB,1,20,17,4,2,3,3,0
446,160,1,AlexandriaB,2,20,4,5,0,5,7,0
446,160,0,EphesosA,22,8,-3,2,0,14,10,7
421,160,0,EphesosB,28,8,-4,13,4,7,10,9
421,160,2,AlexandriaA,3,19,10,8,3,0,3,1
421,160,1,RhodosA,5,15,12,0,2,0,3,1
476,160,0,GizahA,7,6,10,17,0,5,8,2
476,160,2,AlexandriaB,2,29,-5,1,0,13,7,0
476,160,1,RhodosA,9,13,11,1,4,0,3,3
488,160,2,AlexandriaA,10,16,7,16,3,0,10,3
488,160,1,RhodosA,5,21,14,4,0,6,3,1
488,160,0,EphesosA,17,8,-3,5,8,7,0,5
432,160,1,EphesosA,26,19,0,1,0,8,10,8
432,160,0,RhodosA,3,9,0,1,0,23,10,1
432,160,2,GizahB,4,8,18,9,0,3,3,1
358,80,0,GizahA,23,12,12,5,0,0,15,7
358,80,1,AlexandriaA,3,17,8,4,0,6,10,1
358,80,2,EphesosB,7,17,-4,13,7,0,10,2
326,80,1,GizahA,18,4,11,2,0,5,8,6
326,80,2,EphesosB,3,21,-1,13,1,0,0,1
326,80,0,RhodosB,35,0,2,0,2,4,7,11
439,160,2,RhodosA,13,24,13,0,5,0,10,4
439,160,0,AlexandriaB,6,12,7,10,0,20,0,2
439,160,1,GizahB,10,19,-4,5,0,1,20,3
492,160,0,EphesosB,16,17,-2,4,0,12,10,5
492,160,1,RhodosA,10,17,6,1,3,6,10,3
492,160,2,GizahA,6,3,14,10,4,0,8,2
447,160,1,AlexandriaB,8,6,11,18,0,6,0,2
447,160,2,RhodosB,10,22,2,1,0,5,7,3
447,160,0,GizahA,18,8,-1,4,6,0,15,6
410,160,0,RhodosA,5,21,5,1,0,5,10,1
410,160,1,EphesosB,4,14,8,13,2,0,5,1
410,160,2,AlexandriaB,15,15,1,5,0,5,7,5
440,160,0,EphesosB,29,16,-4,10,7,0,10,9
440,160,1,RhodosA,7,25,8,5,0,0,3,2
440,160,2,GizahA,4,10,14,2,1,5,3,1
468,160,0,RhodosB,27,11,8,1,8,8,7,9
468,160,1,AlexandriaA,6,3,15,13,0,0,10,2
468,160,2,GizahA,5,29,-5,2,0,0,8,1
477,160,1,GizahA,7,22,8,8,3,6,3,2
477,160,2,EphesosB,2,14,10,5,0,0,10,0
477,160,0,AlexandriaA,24,13,0,2,3,8,3,8
489,160,2,GizahA,7,28,9,0,0,5,15,2
489,160,1,RhodosA,8,18,11,13,0,0,0,2
489,160,0,EphesosA,29,6,-2,0,7,16,3,9
433,160,0,RhodosA,19,17,18,2,0,4,3,6
433,160,2,AlexandriaB,0,26,-3,1,2,6,7,0
433,160,1,EphesosA,11,12,-3,8,3,0,10,3
411,160,2,RhodosB,23,15,14,2,0,3,7,7
411,160,1,EphesosB,12,16,4,5,3,6,10,4
411,160,0,GizahA,3,10,-2,5,0,11,3,1
478,160,0,RhodosA,26,4,18,2,3,13,3,8
478,160,2,EphesosA,17,21,2,2,3,0,10,5
478,160,1,GizahB,5,21,-4,2,2,4,8,1
441,160,0,RhodosB,18,10,9,13,3,7,0,6
441,160,1,AlexandriaA,4,8,9,13,0,0,10,1
441,160,2,EphesosA,9,20,-6,5,0,0,10,3
434,160,1,RhodosB,1,30,5,10,0,6,3,0
434,160,2,AlexandriaA,13,12,15,0,3,8,10,4
434,160,0,GizahA,23,13,-2,13,4,0,3,7
490,160,0,GizahA,33,0,6,0,7,15,15,11
490,160,1,AlexandriaB,3,15,14,8,2,7,7,1
490,160,2,EphesosB,2,26,-2,10,0,0,10,0
493,160,0,EphesosB,15,0,13,13,0,5,5,5
493,160,2,AlexandriaA,2,31,0,5,0,0,3,0
493,160,1,RhodosA,6,15,1,4,2,2,3,2
462,160,1,EphesosB,27,29,8,4,0,0,10,9
462,160,0,AlexandriaA,7,10,-3,4,0,29,10,2
462,160,2,RhodosB,5,8,11,18,3,0,7,1
398,80,2,EphesosA,22,6,14,5,0,15,10,7
398,80,1,RhodosB,4,28,-2,13,0,0,7,1
398,80,0,AlexandriaA,19,10,4,1,9,3,10,6
399,80,0,RhodosB,3,7,17,26,0,6,3,1
399,80,2,GizahA,14,26,4,4,0,12,8,4
399,80,1,EphesosB,9,22,-3,2,0,4,10,3
494,160,0,RhodosB,11,18,6,1,3,12,7,3
494,160,1,AlexandriaB,15,17,2,1,0,11,7,5
494,160,2,GizahB,0,6,8,13,2,0,8,0
442,160,1,AlexandriaB,3,27,0,16,0,4,0,1
442,160,0,GizahB,19,25,0,0,2,10,3,6
442,160,2,RhodosB,2,0,18,20,1,0,0,0
463,160,2,EphesosB,9,27,1,1,0,6,10,3
463,160,1,GizahB,20,10,13,4,0,8,3,6
463,160,0,RhodosA,1,12,2,21,1,0,3,0
491,160,2,AlexandriaB,9,27,8,1,4,0,7,3
491,160,1,GizahB,6,18,-4,18,0,0,8,2
491,160,0,RhodosA,22,5,8,1,3,14,3,7
