gameid,playouts,playerindex,wondername,boardGold,CIVIL,MILITARY,SCIENCE,TRADE,GUILD,WONDER,GOLD
469,160,1,AlexandriaA,28,20,3,1,0,0,10,9
469,160,2,GizahA,13,16,3,9,2,0,8,4
469,160,0,EphesosB,3,0,6,10,2,10,5,1
400,160,0,EphesosB,28,7,18,1,4,7,5,9
400,160,1,GizahA,5,26,-6,21,0,0,3,1
400,160,2,AlexandriaB,3,19,6,1,2,5,7,1
479,160,0,AlexandriaA,25,20,-3,13,3,0,10,8
479,160,1,EphesosB,4,13,16,5,0,6,2,1
479,160,2,RhodosA,3,22,3,2,3,4,0,1
470,160,1,RhodosB,16,21,11,5,0,6,3,5
470,160,2,GizahB,10,29,-3,4,0,0,8,3
470,160,0,EphesosB,3,5,4,13,0,6,10,1
495,160,2,EphesosB,17,24,6,13,0,0,2,5
495,160,1,AlexandriaB,10,7,14,0,3,12,7,3
495,160,0,GizahB,11,7,-2,10,4,3,0,3
412,160,2,GizahA,10,22,1,10,3,0,15,3
412,160,1,RhodosA,6,15,8,1,0,3,10,2
412,160,0,AlexandriaB,15,8,7,2,3,4,0,5
464,160,0,GizahA,7,7,16,2,3,14,3,2
464,160,2,EphesosA,0,20,6,13,0,0,3,0
464,160,1,AlexandriaA,16,18,-4,5,2,0,10,5
422,160,0,AlexandriaB,18,15,9,4,0,6,7,6
422,160,2,RhodosB,6,15,10,4,2,7,7,2
422,160,1,GizahB,4,25,-3,4,0,2,8,1
401,160,0,RhodosB,15,0,17,5,2,17,3,5
401,160,1,AlexandriaA,8,20,7,4,2,4,10,2
401,160,2,GizahB,11,23,-6,13,0,0,8,3
471,160,0,RhodosB,26,12,-3,10,6,7,7,8
471,160,2,EphesosB,6,15,9,4,0,6,5,2
471,160,1,AlexandriaB,1,19,10,5,0,0,7,0
465,160,0,RhodosA,13,0,17,4,3,7,10,4
465,160,2,AlexandriaA,20,17,3,4,0,0,10,6
465,160,1,GizahA,3,26,-2,1,2,5,3,1
496,160,0,GizahB,25,3,5,2,9,6,20,8
496,160,1,EphesosA,16,17,9,18,0,0,3,5
496,160,2,RhodosA,3,15,4,5,3,7,3,1
480,160,0,AlexandriaB,13,12,1,18,1,7,7,4
480,160,2,EphesosB,6,7,12,5,1,4,10,2
480,160,1,RhodosA,9,25,1,1,0,0,10,3
472,160,0,GizahB,34,12,12,1,4,0,20,11
472,160,2,AlexandriaB,2,28,12,2,0,0,7,0
472,160,1,EphesosA,2,15,-6,5,0,4,10,0
402,160,1,AlexandriaB,12,15,16,2,3,0,7,4
402,160,0,EphesosB,20,8,0,10,3,6,5,6
402,160,2,RhodosA,6,18,2,4,0,0,10,2
443,160,0,EphesosB,19,14,18,1,7,5,10,6
443,160,1,GizahB,13,24,-5,13,0,3,8,4
443,160,2,AlexandriaB,8,14,5,18,0,5,0,2
423,160,0,GizahB,25,11,2,13,4,4,8,8
423,160,2,AlexandriaB,13,21,9,1,3,3,7,4
423,160,1,EphesosB,6,12,1,10,0,10,10,2
497,160,0,GizahB,15,6,4,4,4,5,20,5
497,160,2,AlexandriaA,12,26,-2,5,0,5,10,4
497,160,1,EphesosA,4,16,10,4,0,0,10,1
466,160,2,RhodosB,10,26,12,0,1,4,3,3
466,160,1,AlexandriaB,4,16,0,31,0,0,0,1
466,160,0,EphesosA,17,6,4,13,4,0,10,5
481,160,1,GizahA,22,11,16,2,0,10,3,7
481,160,2,EphesosB,7,19,0,5,0,0,10,2
481,160,0,RhodosB,5,14,2,10,4,0,3,1
403,160,0,GizahB,7,11,18,2,2,8,8,2
403,160,1,RhodosB,28,9,-1,13,0,4,7,9
403,160,2,EphesosA,5,20,1,0,0,6,10,1
467,160,2,RhodosB,9,31,18,2,0,0,3,3
467,160,1,GizahB,6,18,0,9,1,12,0,2
467,160,0,EphesosB,21,0,0,10,3,2,2,7
482,160,0,AlexandriaB,31,6,16,1,7,6,7,10
482,160,1,EphesosB,8,28,-6,10,0,4,10,2
482,160,2,GizahA,6,10,8,2,3,0,15,2
424,160,0,EphesosB,22,6,16,4,2,9,2,7
424,160,2,AlexandriaB,10,20,-2,8,3,2,7,3
424,160,1,RhodosA,10,21,-2,10,0,5,3,3
435,160,0,AlexandriaA,10,17,7,10,0,6,10,3
435,160,1,GizahB,19,14,1,1,4,5,20,6
435,160,2,EphesosA,5,12,8,13,0,3,10,1
370,80,0,GizahB,7,18,2,5,8,8,8,2
370,80,2,EphesosA,7,9,15,4,0,5,10,2
370,80,1,AlexandriaA,19,17,1,2,0,6,10,6
483,160,0,AlexandriaB,15,12,1,10,3,15,7,5
483,160,1,RhodosB,7,13,14,8,0,4,7,2
483,160,2,GizahA,4,30,3,1,0,4,3,1
371,80,0,RhodosB,11,26,2,10,0,7,3,3
371,80,1,GizahA,7,11,16,2,1,4,3,2
371,80,2,AlexandriaA,8,18,0,2,2,0,10,2
425,160,0,EphesosB,31,9,16,4,2,10,5,10
425,160,1,RhodosA,7,20,6,18,0,4,3,2
425,160,2,GizahB,6,26,-4,2,3,0,8,2
473,160,0,GizahB,22,16,-2,0,8,13,13,7
473,160,2,AlexandriaB,8,18,8,13,0,0,7,2
473,160,1,RhodosA,0,10,10,5,3,0,3,0
372,80,2,RhodosB,10,17,14,2,0,4,3,3
372,80,0,EphesosA,3,8,8,10,0,12,3,1
372,80,1,GizahB,3,24,-6,10,0,0,8,1
426,160,0,EphesosB,19,13,6,1,3,11,10,6
426,160,2,AlexandriaA,7,22,18,4,0,0,3,2
426,160,1,GizahB,22,6,-6,18,2,0,8,7
498,160,0,AlexandriaB,21,17,-3,10,3,6,7,7
498,160,1,RhodosB,7,20,8,13,1,0,3,2
498,160,2,GizahB,3,14,13,0,0,10,8,1
448,160,0,RhodosA,13,8,2,16,3,8,10,4
448,160,1,GizahA,9,21,1,1,7,8,8,3
448,160,2,AlexandriaB,1,13,15,13,0,0,7,0
427,160,1,AlexandriaB,0,31,7,5,0,0,7,0
427,160,0,GizahB,31,6,-4,0,7,14,13,10
427,160,2,RhodosA,5,4,13,2,0,0,10,1
428,160,0,EphesosA,21,0,4,4,2,13,10,7
428,160,2,RhodosB,9,23,-2,5,1,2,3,3
428,160,1,GizahA,6,14,10,2,2,0,3,2
474,160,1,RhodosB,3,16,14,4,0,11,3,1
474,160,2,EphesosA,4,21,3,13,0,0,10,1
474,160,0,AlexandriaB,29,12,1,2,7,6,7,9
449,160,2,EphesosB,4,18,9,21,0,2,2,1
449,160,0,GizahA,16,15,4,10,8,0,8,5
449,160,1,AlexandriaB,11,22,3,2,0,6,7,3
436,160,2,RhodosB,12,16,16,10,0,2,0,4
436,160,1,EphesosA,6,34,-4,4,1,0,10,2
436,160,0,AlexandriaB,34,0,0,10,3,12,0,11
475,160,0,RhodosB,20,8,7,10,2,9,7,6
475,160,1,EphesosB,16,31,-4,2,0,0,10,5
475,160,2,GizahA,6,16,11,2,3,0,3,2
404,160,2,AlexandriaB,14,22,17,1,0,7,7,4
404,160,1,GizahA,4,19,4,9,0,5,8,1
404,160,0,RhodosA,3,10,-3,8,3,10,0,1
450,160,0,EphesosA,20,6,10,9,5,4,3,6
450,160,1,GizahB,0,32,-5,13,0,0,3,0
450,160,2,RhodosA,13,9,11,4,0,0,10,4
451,160,0,RhodosA,14,6,16,2,4,10,3,4
451,160,1,AlexandriaB,7,29,0,1,0,4,0,2
451,160,2,EphesosA,6,15,-4,5,0,7,10,2
405,160,1,AlexandriaA,3,16,7,10,0,2,10,1
405,160,2,GizahB,17,17,7,2,0,0,13,5
405,160,0,EphesosA,29,5,-2,1,6,9,3,9
373,80,2,RhodosB,15,15,14,13,0,0,0,5
373,80,1,AlexandriaB,2,28,4,5,0,10,0,0
373,80,0,EphesosA,4,12,-2,13,0,2,0,1
374,80,1,AlexandriaA,0,23,9,4,0,8,10,0
374,80,2,GizahA,8,18,11,16,0,0,3,2
374,80,0,RhodosA,21,2,-2,5,6,6,3,7
499,160,0,GizahB,16,5,5,1,6,25,13,5
499,160,2,AlexandriaB,6,23,9,1,2,0,7,2
499,160,1,EphesosB,10,23,4,2,0,0,10,3
565,320,2,GizahB,5,18,14,1,0,10,13,1
565,320,1,EphesosB,25,23,0,10,3,0,10,8
565,320,0,RhodosB,9,7,4,16,3,5,7,3
532,320,0,GizahA,25,17,9,1,4,0,15,8
532,320,2,RhodosB,2,11,12,13,2,7,7,0
532,320,1,AlexandriaB,12,22,-5,4,3,6,0,4
540,320,1,RhodosB,21,13,15,4,4,0,7,7
540,320,0,GizahB,20,16,8,2,0,9,0,6
540,320,2,AlexandriaA,1,20,-5,10,1,4,10,0
544,320,0,AlexandriaA,9,6,7,25,0,0,10,3
544,320,1,EphesosB,30,17,-4,4,2,8,10,10
544,320,2,RhodosA,9,23,13,1,0,0,3,3
521,320,0,AlexandriaA,17,13,6,13,0,9,10,5
521,320,1,EphesosB,3,19,8,9,2,1,2,1
521,320,2,GizahB,1,18,2,1,0,0,20,0
528,320,0,GizahB,5,11,16,10,0,5,8,1
528,320,2,EphesosB,4,13,0,13,0,8,10,1
528,320,1,AlexandriaB,21,25,-4,5,2,0,7,7
578,320,1,RhodosA,5,11,11,25,3,0,3,1
578,320,0,EphesosA,27,15,-3,1,0,14,10,9
578,320,2,GizahA,1,20,10,5,0,0,3,0
507,320,2,GizahA,2,28,12,1,0,7,3,0
507,320,0,EphesosA,8,18,-2,26,2,0,3,2
507,320,1,AlexandriaB,8,9,8,4,0,4,7,2
533,320,0,EphesosA,28,14,12,10,4,0,3,9
533,320,1,AlexandriaB,3,24,8,5,0,0,7,1
533,320,2,GizahB,2,13,-4,8,0,12,8,0
590,320,0,AlexandriaA,28,6,-1,13,3,5,10,9
590,320,1,EphesosA,10,19,1,13,2,0,3,3
590,320,2,RhodosB,2,20,16,2,0,0,3,0
529,320,0,RhodosB,16,6,-2,26,0,7,7,5
529,320,2,AlexandriaB,20,16,7,1,0,1,7,6
529,320,1,GizahB,2,9,11,4,0,0,13,0
566,320,0,AlexandriaB,26,6,16,0,7,13,7,8
566,320,1,GizahA,3,29,6,5,0,5,3,1
566,320,2,EphesosA,4,20,-4,13,2,5,3,1
541,320,0,AlexandriaB,24,17,3,10,3,10,7,8
541,320,2,EphesosA,12,12,14,5,0,6,10,4
541,320,1,GizahB,8,15,1,0,1,0,20,2
545,320,0,RhodosA,23,5,18,2,2,3,10,7
545,320,1,EphesosB,3,18,5,2,0,4,10,1
545,320,2,GizahA,3,18,-5,5,0,5,15,1
508,320,0,RhodosB,10,6,17,1,1,17,3,3
508,320,1,AlexandriaA,6,12,4,17,0,0,10,2
508,320,2,EphesosB,16,26,-3,5,0,0,10,5
585,320,0,AlexandriaB,33,6,18,13,1,3,7,11
585,320,1,EphesosB,6,27,5,1,3,0,10,2
585,320,2,GizahA,2,7,-5,21,0,5,3,0
522,320,0,RhodosA,23,13,12,1,2,13,3,7
522,320,1,EphesosA,2,30,-5,10,0,0,10,0
522,320,2,GizahA,7,6,11,5,3,9,3,2
579,320,2,RhodosA,4,24,13,1,0,0,10,1
579,320,1,AlexandriaA,4,6,7,13,2,8,3,1
579,320,0,EphesosA,25,17,-4,5,3,0,10,8
586,320,0,RhodosB,18,18,12,5,0,4,7,6
586,320,1,EphesosA,4,9,8,13,0,13,3,1
586,320,2,GizahB,7,21,-4,4,2,0,8,2
591,320,1,EphesosA,13,29,10,0,0,0,10,4
591,320,0,GizahA,14,0,-4,38,5,0,8,4
591,320,2,RhodosB,2,8,12,4,0,16,0,0
567,320,0,AlexandriaB,13,7,18,5,0,9,7,4
567,320,1,RhodosA,2,18,6,5,0,5,3,0
567,320,2,GizahA,3,22,-6,5,2,0,3,1
506,320,0,RhodosA,17,9,9,1,5,7,10,5
506,320,1,GizahB,7,18,3,1,0,9,8,2
506,320,2,AlexandriaA,8,13,4,2,1,3,3,2
523,320,1,EphesosA,16,10,6,10,0,3,10,5
523,320,0,RhodosA,11,8,2,9,3,16,3,3
523,320,2,AlexandriaA,2,26,6,5,0,0,3,0
584,320,0,GizahB,6,14,12,13,0,6,0,2
584,320,1,RhodosB,2,28,-1,13,0,0,0,0
584,320,2,AlexandriaA,10,0,7,5,0,11,10,3
543,320,1,RhodosA,22,17,14,13,0,0,3,7
543,320,2,EphesosB,1,26,1,9,0,4,10,0
543,320,0,AlexandriaB,11,12,3,2,1,7,0,3
531,320,0,EphesosB,35,12,8,1,7,6,10,11
531,320,2,RhodosA,0,25,-5,17,0,5,3,0
531,320,1,GizahA,7,12,15,5,2,0,8,2
563,320,0,GizahA,12,14,12,4,5,8,3,4
563,320,2,AlexandriaA,9,31,-6,9,0,0,10,3
563,320,1,EphesosA,6,5,12,2,0,8,3,2
580,320,1,AlexandriaB,13,29,11,0,0,0,7,4
580,320,0,GizahB,14,20,-3,0,6,9,13,4
580,320,2,EphesosB,4,6,10,13,0,0,10,1
530,320,0,RhodosB,24,11,10,5,5,5,3,8
530,320,1,AlexandriaA,16,11,-3,17,0,0,10,5
530,320,2,EphesosA,4,14,9,1,0,0,10,1
548,320,2,RhodosA,27,9,17,5,0,0,3,9
548,320,0,GizahB,11,22,-3,1,3,5,8,3
548,320,1,EphesosB,11,16,4,5,2,0,5,3
576,320,2,RhodosB,9,20,10,8,0,5,3,3
576,320,0,GizahA,14,6,-2,1,9,12,15,4
576,320,1,AlexandriaB,7,29,4,2,0,0,7,2
515,320,0,EphesosB,39,0,7,16,5,0,10,13
515,320,2,AlexandriaB,5,22,-6,5,0,12,7,1
515,320,1,RhodosA,4,12,17,1,0,0,3,1
526,320,0,RhodosB,20,11,18,13,3,0,3,6
526,320,2,AlexandriaA,2,13,6,2,0,12,10,0
526,320,1,EphesosA,10,19,-6,4,0,3,10,3
549,320,0,AlexandriaB,25,8,16,5,2,13,0,8
549,320,1,EphesosB,5,22,-4,8,0,0,10,1
549,320,2,RhodosA,4,11,0,1,0,8,3,1
510,320,0,EphesosB,17,8,8,10,3,15,10,5
510,320,2,AlexandriaA,8,22,14,10,0,0,3,2
510,320,1,GizahB,10,19,-6,9,5,1,8,3
592,320,0,EphesosA,16,8,7,26,4,7,3,5
592,320,2,GizahA,3,31,-4,1,2,4,15,1
592,320,1,AlexandriaB,5,16,13,5,0,5,0,1
516,320,1,AlexandriaB,6,16,9,9,3,12,7,2
516,320,2,GizahA,20,23,11,1,0,0,8,6
516,320,0,EphesosA,9,6,-2,16,5,10,10,3
577,320,0,EphesosA,17,20,-3,10,0,16,10,5
577,320,2,GizahB,9,20,3,5,0,0,13,3
577,320,1,RhodosB,5,15,16,2,4,3,3,1
527,320,1,GizahA,14,21,16,2,2,0,8,4
527,320,2,EphesosA,13,21,2,4,2,0,10,4
527,320,0,RhodosA,4,13,0,10,0,9,3,1
511,320,0,RhodosB,24,9,2,2,6,14,7,8
511,320,2,AlexandriaA,4,9,7,26,0,0,3,1
511,320,1,GizahB,7,24,9,1,0,6,0,2
517,320,0,GizahA,22,15,0,10,2,6,3,7
517,320,2,RhodosA,4,10,16,5,0,0,0,1
517,320,1,AlexandriaB,0,22,-4,13,0,0,0,0
525,320,2,AlexandriaB,0,15,2,31,0,0,7,0
525,320,1,RhodosB,6,25,8,1,0,5,7,2
525,320,0,GizahB,25,10,2,0,5,9,13,8
588,320,0,GizahA,18,14,7,1,8,0,15,6
588,320,1,EphesosB,11,19,11,2,0,0,10,3
588,320,2,AlexandriaA,5,13,-4,5,0,10,10,1
534,320,2,RhodosA,3,8,14,10,0,0,10,1
534,320,1,GizahA,11,22,4,1,3,0,8,3
534,320,0,EphesosA,41,6,-2,2,3,5,10,13
513,320,0,GizahB,17,8,2,0,9,5,20,5
513,320,1,AlexandriaB,7,10,15,5,0,4,7,2
513,320,2,EphesosA,10,16,1,10,2,0,10,3
564,320,0,AlexandriaB,35,0,12,1,3,16,7,11
564,320,2,RhodosB,2,19,5,16,0,4,3,0
564,320,1,EphesosB,8,28,-3,4,3,0,2,2
575,320,2,AlexandriaB,12,24,12,1,3,5,7,4
575,320,1,GizahA,5,13,10,2,0,4,15,1
575,320,0,RhodosA,9,11,-4,13,0,8,3,3
589,320,2,AlexandriaA,2,12,14,10,0,8,10,0
589,320,0,GizahA,8,8,4,0,0,11,15,2
589,320,1,RhodosB,15,23,-4,5,1,0,7,5
509,320,2,GizahB,2,12,18,4,0,6,8,0
509,320,0,EphesosB,22,8,6,0,3,12,10,7
509,320,1,RhodosA,4,35,-6,10,0,0,3,1
514,320,2,EphesosB,5,24,15,2,0,0,10,1
514,320,0,GizahB,19,0,-1,1,2,20,20,6
514,320,1,RhodosA,9,16,2,13,3,0,10,3
562,320,0,AlexandriaA,16,8,0,13,1,13,3,5
562,320,1,GizahA,6,19,10,2,1,4,3,2
562,320,2,RhodosA,10,17,8,2,3,3,3,3
546,320,0,GizahA,20,5,9,1,3,16,15,6
546,320,2,AlexandriaB,11,17,10,4,0,7,7,3
546,320,1,EphesosA,1,25,-5,5,3,0,10,0
547,320,0,AlexandriaA,29,15,8,1,5,7,10,9
547,320,1,GizahA,5,27,-5,20,0,3,3,1
547,320,2,RhodosB,3,8,15,1,2,8,7,1
587,320,2,RhodosB,3,27,17,1,0,0,3,1
587,320,0,AlexandriaB,32,8,-3,0,3,20,7,10
587,320,1,EphesosA,13,14,4,13,0,0,10,4
503,320,1,RhodosA,4,14,14,2,0,6,3,1
503,320,0,GizahA,18,6,0,10,8,5,3,6
503,320,2,AlexandriaB,5,23,4,0,0,0,0,1
535,320,1,AlexandriaA,2,32,4,13,0,0,3,0
535,320,2,EphesosA,17,19,17,2,0,2,3,5
535,320,0,RhodosA,19,4,-3,5,7,8,3,6
519,320,0,EphesosA,19,10,18,0,3,9,10,6
519,320,2,RhodosB,26,21,0,13,0,0,3,8
519,320,1,GizahA,0,24,0,2,1,0,8,0
557,320,1,AlexandriaA,12,24,13,9,0,0,10,4
557,320,0,RhodosA,3,16,11,0,0,15,10,1
557,320,2,EphesosB,15,9,-6,9,0,13,10,5
596,320,0,GizahB,16,6,-4,16,4,0,20,5
596,320,2,RhodosA,12,22,7,9,1,0,3,4
596,320,1,AlexandriaB,7,21,13,1,0,0,7,2
542,320,0,GizahB,7,13,2,1,7,7,20,2
542,320,2,RhodosB,30,13,12,4,0,4,3,10
542,320,1,EphesosA,11,15,4,8,0,0,10,3
536,320,0,AlexandriaA,38,15,-4,0,3,15,10,12
536,320,1,GizahB,2,13,8,10,0,0,13,0
536,320,2,EphesosA,3,14,8,5,2,0,10,1
512,320,1,AlexandriaB,7,25,12,1,0,0,7,2
512,320,2,RhodosA,11,23,0,16,3,0,0,3
512,320,0,GizahB,1,7,6,13,2,11,0,0
558,320,1,AlexandriaA,4,27,15,4,0,0,10,1
558,320,2,GizahA,6,26,5,13,0,0,3,2
558,320,0,RhodosA,14,0,-2,4,4,17,3,4
504,320,0,GizahA,15,15,-3,13,3,0,15,5
504,320,1,RhodosA,4,8,14,5,0,13,3,1
504,320,2,EphesosB,8,18,7,2,0,5,5,2
581,320,2,GizahB,5,27,0,9,0,7,8,1
581,320,1,AlexandriaB,15,14,7,9,0,7,7,5
581,320,0,RhodosB,20,3,9,10,6,6,7,6
569,320,0,EphesosB,26,6,16,10,3,3,2,8
569,320,2,RhodosA,6,27,8,5,0,0,0,2
569,320,1,AlexandriaB,5,16,-6,13,0,0,7,1
538,320,0,AlexandriaA,12,6,7,25,3,4,10,4
538,320,2,EphesosB,19,28,-4,2,4,5,10,6
538,320,1,RhodosA,12,13,11,5,4,0,3,4
597,320,2,EphesosA,9,18,14,8,2,7,3,3
597,320,0,GizahB,20,10,-3,4,2,9,20,6
597,320,1,AlexandriaB,7,19,7,2,0,6,7,2
556,320,1,GizahB,10,12,10,18,1,4,3,3
556,320,2,RhodosB,1,18,9,10,0,8,0,0
556,320,0,EphesosA,27,11,-3,1,5,8,10,9
524,320,1,GizahB,16,24,7,5,0,7,8,5
524,320,2,EphesosB,11,14,13,5,2,0,5,3
524,320,0,AlexandriaB,10,10,-4,2,0,7,7,3
505,320,1,AlexandriaA,25,28,-4,5,0,0,10,8
505,320,2,RhodosB,3,10,15,5,0,12,3,1
505,320,0,EphesosA,3,9,3,5,4,4,3,1
582,320,1,AlexandriaA,8,27,5,5,0,0,10,2
582,320,0,RhodosB,12,0,13,2,1,21,3,4
582,320,2,EphesosA,3,12,0,8,1,0,10,1
560,320,2,RhodosB,4,23,16,0,3,6,3,1
560,320,1,EphesosB,21,24,-5,10,0,3,10,7
560,320,0,GizahA,13,0,5,5,5,6,8,4
501,320,0,RhodosA,23,8,5,1,3,22,10,7
501,320,1,GizahA,0,16,8,13,0,4,8,0
501,320,2,EphesosA,0,26,1,9,0,0,3,0
594,320,2,EphesosB,13,23,11,9,0,4,2,4
594,320,0,RhodosB,12,12,12,4,4,3,7,4
594,320,1,AlexandriaA,12,7,-5,21,0,0,10,4
568,320,1,RhodosB,7,9,15,10,2,8,7,2
568,320,0,GizahB,29,13,-2,18,3,0,8,9
568,320,2,EphesosA,9,26,5,1,3,0,10,3
570,320,1,AlexandriaA,23,13,14,0,0,9,3,7
570,320,0,RhodosB,5,20,-1,13,3,7,3,1
570,320,2,GizahB,5,14,-1,10,0,4,8,1
598,320,0,GizahB,14,7,17,5,3,10,8,4
598,320,1,AlexandriaA,3,11,4,16,0,7,10,1
598,320,2,RhodosB,4,29,-3,2,2,0,0,1
518,320,1,AlexandriaA,4,12,8,18,0,5,10,1
518,320,0,RhodosA,18,12,8,2,2,12,0,6
518,320,2,EphesosB,8,23,-4,5,2,0,5,2
539,320,0,GizahA,23,15,6,0,5,8,15,7
539,320,1,EphesosB,20,20,-4,8,0,0,10,6
539,320,2,RhodosB,3,12,16,1,2,0,7,1
593,320,0,RhodosA,4,14,-1,18,0,15,3,1
593,320,2,AlexandriaA,11,20,10,4,1,0,10,3
593,320,1,GizahB,7,11,-1,5,3,7,13,2
502,320,0,GizahA,35,13,7,1,6,0,15,11
502,320,2,AlexandriaB,4,17,-4,13,0,11,7,1
502,320,1,EphesosB,5,15,13,4,1,0,10,1
599,320,1,AlexandriaA,1,0,14,33,0,0,3,0
599,320,2,RhodosB,10,29,3,4,0,0,7,3
599,320,0,EphesosB,21,20,1,1,3,0,10,7
583,320,0,EphesosB,14,29,-2,10,0,0,10,4
583,320,2,GizahA,3,10,10,5,1,1,8,1
583,320,1,RhodosA,10,12,4,13,0,0,3,3
554,320,0,GizahB,19,0,12,0,4,21,20,6
554,320,1,AlexandriaA,13,12,11,18,3,0,10,4
554,320,2,EphesosA,8,31,-5,4,0,0,10,2
595,320,0,EphesosA,21,18,6,1,2,6,10,7
595,320,1,RhodosA,2,19,2,18,0,6,3,0
595,320,2,GizahB,2,18,10,4,3,4,0,0
500,320,2,EphesosA,11,28,11,1,0,0,10,3
500,320,0,AlexandriaA,21,9,7,13,3,9,0,7
500,320,1,RhodosA,4,10,-4,21,1,0,3,1
561,320,2,EphesosB,3,21,9,5,0,0,10,1
561,320,0,AlexandriaA,30,11,-4,2,3,13,10,10
561,320,1,RhodosB,8,17,9,5,0,0,3,2
573,320,0,EphesosA,25,13,1,18,3,7,3,8
573,320,2,RhodosA,4,29,7,1,0,4,3,1
573,320,1,GizahB,5,5,8,10,0,0,13,1
553,320,0,EphesosB,23,11,-4,2,0,13,10,7
553,320,1,RhodosB,2,14,8,13,0,3,0,0
553,320,2,GizahB,8,15,8,10,0,0,0,2
555,320,0,GizahB,13,11,18,1,0,5,13,4
555,320,1,AlexandriaA,1,25,2,13,1,4,0,0
555,320,2,RhodosA,7,19,-4,10,1,0,3,2
550,320,0,AlexandriaB,19,8,18,0,5,3,7,6
550,320,1,GizahA,8,20,-3,4,2,5,8,2
550,320,2,RhodosB,0,22,-3,16,0,0,0,0
537,320,0,AlexandriaA,25,8,14,0,7,14,3,8
537,320,1,RhodosB,2,28,0,10,0,0,7,0
537,320,2,GizahA,6,2,2,20,0,0,15,2
559,320,0,EphesosA,16,5,18,2,4,14,3,5
559,320,1,AlexandriaA,11,22,2,2,0,0,3,3
559,320,2,GizahA,10,12,-4,5,0,0,15,3
551,320,0,AlexandriaB,13,20,5,5,0,12,7,4
551,320,1,EphesosA,4,5,10,13,2,4,10,1
551,320,2,GizahB,4,17,3,2,0,0,20,1
574,320,1,AlexandriaA,20,19,11,2,0,8,3,6
574,320,0,GizahA,23,5,-2,10,3,6,15,7
574,320,2,EphesosB,2,24,9,1,0,0,10,0
552,320,0,EphesosB,2,17,2,26,0,8,2,0
552,320,2,RhodosB,15,16,15,1,0,4,7,5
552,320,1,AlexandriaB,11,17,1,13,0,4,7,3
520,320,0,AlexandriaA,36,10,7,2,7,0,10,12
520,320,2,RhodosB,9,14,17,4,0,0,7,3
520,320,1,GizahB,6,14,-6,5,0,13,13,2
571,320,2,GizahB,5,16,3,16,2,4,13,1
571,320,1,AlexandriaA,3,20,7,9,0,0,10,1
571,320,0,EphesosB,32,5,8,1,5,3,10,10
572,320,0,EphesosA,4,14,18,10,3,3,3,1
572,320,1,AlexandriaB,5,24,-5,9,0,6,7,1
572,320,2,RhodosA,14,10,5,17,0,4,0,4
